holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,month,weekday,hour,traffic_volume
none,278.56,0.0,0.0,64,Mist,November,Sunday,2,616
none,277.96,0.0,0.0,64,Mist,November,Sunday,3,333
none,277.93,0.0,0.0,40,Mist,November,Sunday,4,289
none,278.25,0.0,0.0,90,Fog,November,Sunday,5,467
none,278.25,0.0,0.0,90,Mist,November,Sunday,5,467
none,278.38,0.0,0.0,90,Mist,November,Sunday,6,746
none,278.36,0.0,0.0,64,Mist,November,Sunday,7,1092
none,278.36,0.0,0.0,64,Fog,November,Sunday,7,1092
none,278.83,0.0,0.0,90,Mist,November,Sunday,8,1770
none,278.66,0.0,0.0,90,Clouds,November,Sunday,9,2509
none,278.8,0.0,0.0,90,Clouds,November,Sunday,10,3357
none,276.793,0.0,0.0,64,Clouds,November,Sunday,12,3990
none,279.15,0.0,0.0,90,Clouds,November,Sunday,13,4351
none,278.5,0.0,0.0,90,Clouds,November,Sunday,14,4234
none,277.15,0.0,0.0,90,Clouds,November,Sunday,15,4345
none,276.89,0.0,0.0,75,Clouds,November,Sunday,16,3968
none,275.64,0.0,0.0,90,Clouds,November,Sunday,17,4206
none,274.15,0.0,0.0,90,Clouds,November,Sunday,18,3543
none,274.15,0.0,0.0,90,Clouds,November,Sunday,19,2707
none,274.15,0.0,0.0,90,Clouds,November,Sunday,21,3185
none,273.06,0.0,0.0,90,Clouds,November,Sunday,22,2051
none,273.07,0.0,0.0,90,Clouds,November,Sunday,23,1010
none,272.64,0.0,0.0,90,Clouds,November,Monday,0,516
none,272.38,0.0,0.0,90,Clouds,November,Monday,1,263
none,271.48,0.0,0.0,90,Clouds,November,Monday,2,249
none,271.64,0.0,0.0,90,Clouds,November,Monday,3,311
none,271.64,0.0,0.0,90,Clouds,November,Monday,4,800
none,271.39,0.0,0.0,90,Clouds,November,Monday,5,2737
none,271.45,0.0,0.0,64,Clouds,November,Monday,7,6964
none,270.59,0.0,0.0,64,Clouds,November,Monday,8,6092
none,270.84,0.0,0.0,64,Clouds,November,Monday,9,5093
none,271.23,0.0,0.0,64,Clouds,November,Monday,10,4385
none,271.73,0.0,0.0,64,Clouds,November,Monday,11,4545
none,273.1,0.0,0.0,1,Clear,November,Monday,12,4654
none,274.15,0.0,0.0,1,Clear,November,Monday,13,4728
none,274.15,0.0,0.0,1,Clear,November,Monday,15,5622
none,271.54,0.0,0.0,64,Clouds,November,Monday,17,6177
none,271.34,0.0,0.0,64,Clouds,November,Monday,18,4435
none,269.67,0.0,0.0,64,Clouds,November,Monday,19,2911
none,268.53,0.0,0.0,64,Clouds,November,Monday,20,2520
none,267.75,0.0,0.0,64,Clouds,November,Monday,21,2047
none,267.37,0.0,0.0,64,Clouds,November,Monday,22,1456
none,267.32,0.0,0.0,64,Clouds,November,Monday,23,904
none,267.32,0.0,0.0,64,Clouds,November,Tuesday,0,458
none,266.81,0.0,0.0,64,Clouds,November,Tuesday,1,283
none,266.7,0.0,0.0,64,Clouds,November,Tuesday,2,208
none,267.32,0.0,0.0,64,Clouds,November,Tuesday,3,335
none,267.63,0.0,0.0,64,Clouds,November,Tuesday,4,805
none,268.24,0.0,0.0,64,Clouds,November,Tuesday,5,2744
none,268.34,0.0,0.0,64,Clouds,November,Tuesday,6,5991
none,268.85,0.0,0.0,64,Clouds,November,Tuesday,7,7015
none,268.91,0.0,0.0,64,Clouds,November,Tuesday,8,6290
none,270.71,0.0,0.0,64,Clouds,November,Tuesday,9,5276
none,272.26,0.0,0.0,64,Clouds,November,Tuesday,10,4472
none,276.43,0.0,0.0,64,Clouds,November,Tuesday,11,4671
none,277.12,0.0,0.0,64,Clouds,November,Tuesday,12,4827
none,279.55,0.0,0.0,64,Clouds,November,Tuesday,13,4855
none,280.7,0.0,0.0,64,Clouds,November,Tuesday,14,5242
none,280.32,0.0,0.0,64,Clouds,November,Tuesday,15,6060
none,280.07,0.0,0.0,64,Clouds,November,Tuesday,16,6692
none,279.81,0.0,0.0,64,Clouds,November,Tuesday,17,6518
none,279.57,0.0,0.0,64,Clouds,November,Tuesday,18,4677
none,279.44,0.0,0.0,64,Clouds,November,Tuesday,19,3131
none,279.18,0.0,0.0,64,Clouds,November,Tuesday,20,2867
none,279.37,0.0,0.0,90,Clouds,November,Tuesday,21,2499
none,279.37,0.0,0.0,64,Clouds,November,Tuesday,22,1685
none,279.68,0.0,0.0,64,Clouds,November,Tuesday,23,990
none,280.28,0.0,0.0,64,Clouds,November,Wednesday,0,491
none,280.29,0.0,0.0,64,Clouds,November,Wednesday,1,322
none,280.29,0.0,0.0,64,Clouds,November,Wednesday,2,262
none,280.28,0.0,0.0,90,Drizzle,November,Wednesday,3,355
none,280.41,0.0,0.0,90,Clouds,November,Wednesday,4,811
none,280.15,0.0,0.0,90,Clouds,November,Wednesday,5,2832
none,279.9,0.0,0.0,90,Clouds,November,Wednesday,6,5990
none,279.5,0.0,0.0,75,Clouds,November,Wednesday,7,7107
none,279.5,0.0,0.0,90,Clouds,November,Wednesday,8,6150
none,280.17,0.0,0.0,90,Clouds,November,Wednesday,9,5290
none,280.41,0.0,0.0,90,Clouds,November,Wednesday,10,4651
none,280.66,0.0,0.0,90,Clouds,November,Wednesday,11,4838
none,280.83,0.0,0.0,90,Clouds,November,Wednesday,12,4960
none,280.17,0.0,0.0,90,Clouds,November,Wednesday,13,5079
none,279.66,0.0,0.0,90,Clouds,November,Wednesday,14,5319
none,279.41,0.0,0.0,75,Clouds,November,Wednesday,15,6199
none,278.55,0.0,0.0,90,Clouds,November,Wednesday,16,6992
none,277.41,0.0,0.0,40,Clouds,November,Wednesday,17,6578
none,276.55,0.0,0.0,90,Clouds,November,Wednesday,18,4982
none,276.4,0.0,0.0,90,Haze,November,Wednesday,19,3487
none,276.83,0.0,0.0,90,Clouds,November,Wednesday,20,3082
none,276.55,0.0,0.0,90,Haze,November,Wednesday,21,3008
none,276.55,0.0,0.0,90,Mist,November,Wednesday,21,3008
none,276.4,0.0,0.0,90,Mist,November,Wednesday,22,1795
none,276.35,0.0,0.0,90,Mist,November,Wednesday,23,1010
none,276.35,0.0,0.0,90,Haze,November,Wednesday,23,1010
none,276.15,0.0,0.0,90,Mist,November,Thursday,0,585
none,276.4,0.0,0.0,90,Mist,November,Thursday,1,339
none,276.15,0.0,0.0,90,Mist,November,Thursday,2,289
none,276.48,0.0,0.0,90,Mist,November,Thursday,3,361
none,276.15,0.0,0.0,90,Mist,November,Thursday,4,806
none,275.77,0.0,0.0,90,Mist,November,Thursday,5,2786
none,276.11,0.0,0.0,90,Mist,November,Thursday,6,5842
none,273.79,0.0,0.0,90,Mist,November,Thursday,7,6485
none,271.41,0.0,0.0,90,Mist,November,Thursday,8,6251
none,271.18,0.0,0.0,90,Mist,November,Thursday,9,5379
none,271.93,0.0,0.0,90,Clouds,November,Thursday,10,4679
none,271.82,0.0,0.0,90,Clouds,November,Thursday,11,4859
none,271.49,0.0,0.0,90,Clouds,November,Thursday,12,5214
none,271.15,0.0,0.0,90,Mist,November,Thursday,13,5084
none,271.29,0.0,0.0,90,Snow,November,Thursday,14,5447
none,271.29,0.0,0.0,90,Mist,November,Thursday,14,5447
none,271.3,0.0,0.0,90,Snow,November,Thursday,15,5995
none,271.3,0.0,0.0,90,Mist,November,Thursday,15,5995
none,271.15,0.0,0.0,90,Snow,November,Thursday,16,6209
none,270.15,0.0,0.0,90,Clouds,November,Thursday,17,5996
none,270.15,0.0,0.0,90,Clouds,November,Thursday,18,4670
none,269.69,0.0,0.0,90,Clouds,November,Thursday,19,3302
none,269.15,0.0,0.0,90,Clouds,November,Thursday,20,2713
none,269.47,0.0,0.0,90,Clouds,November,Thursday,21,2524
none,269.15,0.0,0.0,90,Clouds,November,Thursday,22,2027
none,268.47,0.0,0.0,75,Clouds,November,Thursday,23,1200
none,267.79,0.0,0.0,90,Clouds,November,Friday,0,643
none,267.44,0.0,0.0,75,Clouds,November,Friday,1,386
none,266.76,0.0,0.0,1,Clear,November,Friday,2,332
none,265.44,0.0,0.0,1,Clear,November,Friday,3,425
none,264.44,0.0,0.0,1,Clear,November,Friday,4,743
none,263.44,0.0,0.0,1,Clear,November,Friday,5,2606
none,262.44,0.0,0.0,5,Clear,November,Friday,6,5548
none,261.61,0.0,0.0,1,Clear,November,Friday,7,6641
none,263.41,0.0,0.0,5,Clear,November,Friday,8,5908
none,265.61,0.0,0.0,5,Clear,November,Friday,9,5061
none,268.64,0.0,0.0,5,Clear,November,Friday,10,4722
none,270.83,0.0,0.0,1,Clear,November,Friday,11,5153
none,272.15,0.0,0.0,1,Clear,November,Friday,12,5505
none,274.15,0.0,0.0,1,Clear,November,Friday,13,5478
none,274.15,0.0,0.0,1,Clear,November,Friday,14,5789
none,272.15,0.0,0.0,1,Clear,November,Friday,15,6047
none,271.47,0.0,0.0,1,Clear,November,Friday,16,6512
none,269.81,0.0,0.0,75,Snow,November,Friday,17,6238
none,268.36,0.0,0.0,90,Clouds,November,Friday,18,5306
none,267.13,0.0,0.0,90,Clouds,November,Friday,19,3697
none,265.65,0.0,0.0,40,Clouds,November,Friday,20,2926
none,264.46,0.0,0.0,40,Clouds,November,Friday,21,3029
none,262.63,0.0,0.0,1,Clear,November,Friday,22,3041
none,261.93,0.0,0.0,75,Clouds,November,Friday,23,3384
none,261.31,0.0,0.0,90,Clouds,November,Saturday,0,1197
none,260.35,0.0,0.0,1,Clear,November,Saturday,1,725
none,259.63,0.0,0.0,1,Clear,November,Saturday,2,530
none,259.39,0.0,0.0,1,Clear,November,Saturday,3,377
none,259.39,0.0,0.0,1,Clear,November,Saturday,4,362
none,258.91,0.0,0.0,1,Clear,November,Saturday,5,709
none,258.39,0.0,0.0,1,Clear,November,Saturday,6,1278
none,257.81,0.0,0.0,1,Clear,November,Saturday,7,1827
none,258.81,0.0,0.0,1,Clear,November,Saturday,8,2719
none,260.15,0.0,0.0,1,Clear,November,Saturday,9,3685
none,261.15,0.0,0.0,1,Clear,November,Saturday,10,4439
none,263.43,0.0,0.0,75,Clouds,November,Saturday,11,4975
none,264.38,0.0,0.0,40,Clouds,November,Saturday,12,5311
none,265.15,0.0,0.0,1,Clear,November,Saturday,13,5020
none,265.38,0.0,0.0,5,Clear,November,Saturday,14,4213
none,265.15,0.0,0.0,1,Clear,November,Saturday,15,4127
none,263.89,0.0,0.0,5,Clear,November,Saturday,16,4164
none,262.47,0.0,0.0,1,Clear,November,Saturday,17,4027
none,261.13,0.0,0.0,1,Clear,November,Saturday,18,3682
none,260.79,0.0,0.0,1,Clear,November,Saturday,19,3193
none,260.12,0.0,0.0,5,Clear,November,Saturday,20,2594
none,259.87,0.0,0.0,1,Clear,November,Saturday,21,2572
none,259.37,0.0,0.0,1,Clear,November,Saturday,22,2549
none,259.12,0.0,0.0,1,Clear,November,Saturday,23,2311
none,258.38,0.0,0.0,1,Clear,November,Sunday,0,1184
none,258.38,0.0,0.0,1,Clear,November,Sunday,1,835
none,258.39,0.0,0.0,1,Clear,November,Sunday,2,558
none,259.15,0.0,0.0,1,Clear,November,Sunday,3,361
none,258.89,0.0,0.0,1,Clear,November,Sunday,4,292
none,259.88,0.0,0.0,1,Clear,November,Sunday,5,463
none,260.64,0.0,0.0,1,Clear,November,Sunday,6,745
none,260.81,0.0,0.0,1,Clear,November,Sunday,7,1089
none,262.47,0.0,0.0,1,Clear,November,Sunday,8,1708
none,265.15,0.0,0.0,1,Clear,November,Sunday,9,2623
none,267.15,0.0,0.0,1,Clear,November,Sunday,10,3319
none,269.34,0.0,0.0,5,Clear,November,Sunday,11,3509
none,271.15,0.0,0.0,5,Clear,November,Sunday,12,3731
none,272.15,0.0,0.0,1,Clear,November,Sunday,13,3808
none,274.15,0.0,0.0,1,Clear,November,Sunday,14,3777
none,274.66,0.0,0.0,1,Clear,November,Sunday,15,3866
none,274.15,0.0,0.0,1,Clear,November,Sunday,16,4148
none,272.15,0.0,0.0,1,Clear,November,Sunday,17,3671
none,272.15,0.0,0.0,1,Clear,November,Sunday,18,3122
none,272.15,0.0,0.0,1,Clear,November,Sunday,19,2995
none,271.83,0.0,0.0,1,Clear,November,Sunday,20,2658
none,271.66,0.0,0.0,1,Clear,November,Sunday,21,2298
none,271.16,0.0,0.0,1,Clear,November,Sunday,22,1583
none,271.66,0.0,0.0,1,Clear,November,Sunday,23,894
none,272.15,0.0,0.0,1,Clear,November,Monday,0,468
none,272.15,0.0,0.0,40,Clouds,November,Monday,1,267
none,272.15,0.0,0.0,90,Snow,November,Monday,2,232
none,272.15,0.0,0.0,40,Clouds,November,Monday,3,317
none,272.15,0.0,0.0,1,Clear,November,Monday,4,793
none,272.15,0.0,0.0,1,Clear,November,Monday,5,2657
none,271.48,0.0,0.0,1,Clear,November,Monday,6,5715
none,272.26,0.0,0.0,75,Clouds,November,Monday,8,5997
none,274.67,0.0,0.0,75,Clouds,November,Monday,10,4490
none,274.95,0.0,0.0,64,Clouds,November,Monday,11,4714
none,275.85,0.0,0.0,64,Clouds,November,Monday,12,4844
none,276.36,0.0,0.0,64,Clouds,November,Monday,14,5340
none,276.61,0.0,0.0,64,Clouds,November,Monday,15,5828
none,276.23,0.0,0.0,64,Clouds,November,Monday,16,6492
none,276.1,0.0,0.0,64,Clouds,November,Monday,17,6066
none,275.85,0.0,0.0,64,Clouds,November,Monday,18,4183
none,275.45,0.0,0.0,64,Clouds,November,Monday,19,2876
none,274.31,0.0,0.0,64,Clouds,November,Monday,20,2405
none,276.793,0.0,0.0,64,Clouds,November,Monday,21,2070
none,272.75,0.0,0.0,64,Clouds,November,Monday,22,1444
none,272.12,0.0,0.0,64,Clouds,November,Monday,23,983
none,271.69,0.0,0.0,64,Clouds,November,Tuesday,0,535
none,270.9,0.0,0.0,64,Clouds,November,Tuesday,2,251
none,270.39,0.0,0.0,64,Snow,November,Tuesday,3,343
none,270.05,0.0,0.0,64,Snow,November,Tuesday,4,775
none,268.49,0.0,0.0,64,Clouds,November,Tuesday,5,2727
none,266.4,0.0,0.0,64,Clouds,November,Tuesday,6,5725
none,265.42,0.0,0.0,64,Clouds,November,Tuesday,7,6891
none,263.92,0.0,0.0,64,Clouds,November,Tuesday,8,6051
none,264.81,0.0,0.0,64,Clouds,November,Tuesday,9,5275
none,265.59,0.0,0.0,40,Clouds,November,Tuesday,10,4603
none,266.35,0.0,0.0,64,Clouds,November,Tuesday,11,5025
none,266.61,0.0,0.0,75,Clouds,November,Tuesday,12,5336
none,266.73,0.0,0.0,64,Clouds,November,Tuesday,13,5219
none,266.99,0.0,0.0,64,Clouds,November,Tuesday,14,5775
none,266.5,0.0,0.0,75,Clouds,November,Tuesday,15,6070
none,265.71,0.0,0.0,64,Clouds,November,Tuesday,17,6273
none,265.39,0.0,0.0,75,Clouds,November,Tuesday,18,4463
none,264.95,0.0,0.0,64,Clouds,November,Tuesday,19,3294
none,264.15,0.0,0.0,40,Clouds,November,Tuesday,20,2886
none,262.63,0.0,0.0,1,Clear,November,Tuesday,21,2565
none,262.22,0.0,0.0,64,Clouds,November,Tuesday,23,1111
none,261.19,0.0,0.0,64,Clouds,November,Wednesday,0,624
none,260.68,0.0,0.0,64,Clouds,November,Wednesday,1,395
none,260.48,0.0,0.0,64,Clouds,November,Wednesday,2,292
none,259.66,0.0,0.0,64,Clouds,November,Wednesday,3,396
none,259.36,0.0,0.0,64,Clouds,November,Wednesday,4,733
none,258.84,0.0,0.0,64,Clouds,November,Wednesday,5,2591
none,258.54,0.0,0.0,64,Clouds,November,Wednesday,6,5210
none,258.14,0.0,0.0,64,Clouds,November,Wednesday,7,6004
none,257.37,0.0,0.0,64,Clouds,November,Wednesday,8,5651
none,260.69,0.0,0.0,1,Clear,November,Wednesday,9,5084
none,262.89,0.0,0.0,64,Clouds,November,Wednesday,10,4706
none,264.67,0.0,0.0,75,Clouds,November,Wednesday,11,5370
none,265.59,0.0,0.0,64,Clouds,November,Wednesday,12,5572
none,266.36,0.0,0.0,64,Clouds,November,Wednesday,13,5712
none,266.61,0.0,0.0,64,Clouds,November,Wednesday,14,6274
none,267.25,0.0,0.0,64,Clouds,November,Wednesday,15,6366
none,267.83,0.0,0.0,64,Clouds,November,Wednesday,16,6156
none,267.89,0.0,0.0,64,Clouds,November,Wednesday,17,5052
none,267.89,0.0,0.0,64,Clouds,November,Wednesday,18,4399
none,268.28,0.0,0.0,64,Clouds,November,Wednesday,19,3347
none,268.65,0.0,0.0,90,Clouds,November,Wednesday,20,2786
none,268.45,0.0,0.0,90,Clouds,November,Wednesday,21,3345
none,268.35,0.0,0.0,64,Clouds,November,Wednesday,22,2889
none,268.35,0.0,0.0,64,Clouds,November,Wednesday,23,1535
Thanksgiving Day,268.24,0.0,0.0,64,Clouds,November,Thursday,0,929
none,268.45,0.0,0.0,64,Clouds,November,Thursday,1,577
none,267.84,0.0,0.0,64,Clouds,November,Thursday,2,409
none,267.84,0.0,0.0,64,Clouds,November,Thursday,3,284
none,267.83,0.0,0.0,64,Clouds,November,Thursday,4,264
none,268.03,0.0,0.0,64,Clouds,November,Thursday,6,801
none,268.24,0.0,0.0,64,Clouds,November,Thursday,7,984
none,267.88,0.0,0.0,64,Clouds,November,Thursday,8,1295
none,267.73,0.0,0.0,40,Clouds,November,Thursday,9,2125
none,269.05,0.0,0.0,75,Clouds,November,Thursday,10,2493
none,269.37,0.0,0.0,75,Clouds,November,Thursday,11,3378
none,269.59,0.0,0.0,75,Clouds,November,Thursday,12,3649
none,269.38,0.0,0.0,64,Snow,November,Thursday,13,3157
none,269.16,0.0,0.0,90,Snow,November,Thursday,14,3019
none,269.44,0.0,0.0,64,Clouds,November,Thursday,15,2954
none,268.8,0.0,0.0,64,Clouds,November,Thursday,16,2958
none,267.25,0.0,0.0,64,Clouds,November,Thursday,17,3235
none,265.58,0.0,0.0,64,Clouds,November,Thursday,18,3132
none,263.79,0.0,0.0,64,Clouds,November,Thursday,19,3385
none,262.89,0.0,0.0,64,Clouds,November,Thursday,20,3119
none,262.21,0.0,0.0,5,Clear,November,Thursday,21,2620
none,261.0,0.0,0.0,64,Clouds,November,Thursday,22,2043
none,260.48,0.0,0.0,64,Clouds,November,Thursday,23,1425
none,259.98,0.0,0.0,64,Clouds,November,Friday,0,792
none,259.47,0.0,0.0,64,Clouds,November,Friday,1,494
none,258.75,0.0,0.0,64,Clouds,November,Friday,2,346
none,258.96,0.0,0.0,64,Clouds,November,Friday,3,319
none,259.16,0.0,0.0,64,Clouds,November,Friday,4,435
none,261.1,0.0,0.0,64,Mist,November,Friday,5,1169
none,262.74,0.0,0.0,64,Clouds,November,Friday,6,2137
none,263.92,0.0,0.0,1,Clear,November,Friday,7,2542
none,265.67,0.0,0.0,64,Clouds,November,Friday,9,3107
none,266.58,0.0,0.0,64,Clouds,November,Friday,10,3397
none,268.4,0.0,0.0,64,Clouds,November,Friday,11,4015
none,269.83,0.0,0.0,64,Clouds,November,Friday,12,4196
none,271.2,0.0,0.0,64,Clouds,November,Friday,13,4449
none,272.3,0.0,0.0,64,Clouds,November,Friday,14,4563
none,272.07,0.0,0.0,64,Clouds,November,Friday,15,4742
none,272.08,0.0,0.0,64,Clouds,November,Friday,16,4513
none,271.86,0.0,0.0,64,Clouds,November,Friday,17,4247
none,271.95,0.0,0.0,64,Clouds,November,Friday,18,3587
none,271.62,0.0,0.0,64,Clouds,November,Friday,19,3843
none,271.61,0.0,0.0,90,Clouds,November,Friday,20,3487
none,271.43,0.0,0.0,64,Clouds,November,Friday,21,2552
none,271.3,0.0,0.0,64,Clouds,November,Friday,22,2497
none,271.05,0.0,0.0,64,Clouds,November,Friday,23,1571
none,271.05,0.0,0.0,64,Clouds,November,Saturday,0,1007
none,270.66,0.0,0.0,64,Clouds,November,Saturday,1,672
none,270.62,0.0,0.0,64,Clouds,November,Saturday,2,548
none,270.62,0.0,0.0,64,Clouds,November,Saturday,3,360
none,271.0,0.0,0.0,64,Clouds,November,Saturday,4,341
none,270.52,0.0,0.0,64,Clouds,November,Saturday,5,641
none,268.98,0.0,0.0,64,Clouds,November,Saturday,6,1029
none,268.07,0.0,0.0,64,Mist,November,Saturday,7,1419
none,267.94,0.0,0.0,64,Mist,November,Saturday,8,2051
none,269.56,0.0,0.0,64,Mist,November,Saturday,9,2958
none,271.37,0.0,0.0,64,Clouds,November,Saturday,10,3358
none,273.72,0.0,0.0,64,Clouds,November,Saturday,11,3699
none,275.33,0.0,0.0,64,Clouds,November,Saturday,12,4165
none,276.51,0.0,0.0,64,Clouds,November,Saturday,13,4187
none,276.93,0.0,0.0,64,Clouds,November,Saturday,14,4566
none,277.09,0.0,0.0,64,Clouds,November,Saturday,15,4846
none,276.13,0.0,0.0,64,Clouds,November,Saturday,16,4744
none,275.58,0.0,0.0,90,Clouds,November,Saturday,17,4609
none,274.59,0.0,0.0,64,Clouds,November,Saturday,18,4244
none,274.27,0.0,0.0,64,Clouds,November,Saturday,19,3532
none,273.16,0.0,0.0,64,Clouds,November,Saturday,20,2896
none,272.51,0.0,0.0,64,Clouds,November,Saturday,21,2603
none,272.44,0.0,0.0,64,Clouds,November,Saturday,22,2870
none,271.72,0.0,0.0,64,Clouds,November,Saturday,23,3345
none,271.14,0.0,0.0,64,Clouds,December,Sunday,0,1335
none,269.92,0.0,0.0,64,Clouds,December,Sunday,1,787
none,269.24,0.0,0.0,64,Clouds,December,Sunday,2,692
none,268.35,0.0,0.0,64,Clouds,December,Sunday,3,367
none,266.84,0.0,0.0,64,Mist,December,Sunday,4,296
none,266.68,0.0,0.0,64,Mist,December,Sunday,5,475
none,266.07,0.0,0.0,64,Mist,December,Sunday,6,780
none,264.69,0.0,0.0,64,Mist,December,Sunday,7,1093
none,264.52,0.0,0.0,64,Mist,December,Sunday,8,1675
none,265.74,0.0,0.0,64,Mist,December,Sunday,9,2646
none,269.23,0.0,0.0,64,Mist,December,Sunday,10,3914
none,271.21,0.0,0.0,64,Clouds,December,Sunday,11,4130
none,272.65,0.0,0.0,64,Clouds,December,Sunday,12,3935
none,273.35,0.0,0.0,64,Clouds,December,Sunday,13,4332
none,273.95,0.0,0.0,64,Clouds,December,Sunday,14,4499
none,274.23,0.0,0.0,64,Clouds,December,Sunday,15,4490
none,273.71,0.0,0.0,64,Clouds,December,Sunday,16,4963
none,271.91,0.0,0.0,64,Clouds,December,Sunday,17,4412
none,271.56,0.0,0.0,64,Clouds,December,Sunday,18,4132
none,270.67,0.0,0.0,64,Clouds,December,Sunday,19,3472
none,268.8,0.0,0.0,64,Mist,December,Sunday,20,2975
none,268.28,0.0,0.0,64,Mist,December,Sunday,21,2354
none,268.69,0.0,0.0,64,Mist,December,Sunday,22,1523
none,269.46,0.0,0.0,64,Mist,December,Sunday,23,948
none,270.24,0.0,0.0,64,Clouds,December,Monday,0,518
none,271.01,0.0,0.0,64,Clouds,December,Monday,1,324
none,271.5,0.0,0.0,64,Clouds,December,Monday,2,243
none,271.48,0.0,0.0,64,Clouds,December,Monday,3,325
none,271.8,0.0,0.0,64,Haze,December,Monday,4,814
none,271.8,0.0,0.0,64,Snow,December,Monday,4,814
none,271.3,0.0,0.0,64,Mist,December,Monday,5,2726
none,271.18,0.0,0.0,64,Mist,December,Monday,6,5698
none,271.7,0.0,0.0,64,Clouds,December,Monday,7,6277
none,271.97,0.0,0.0,64,Mist,December,Monday,8,6076
none,271.97,0.0,0.0,64,Snow,December,Monday,8,6076
none,272.35,0.0,0.0,64,Snow,December,Monday,9,5104
none,274.11,0.0,0.0,90,Snow,December,Monday,10,4455
none,274.11,0.0,0.0,90,Mist,December,Monday,10,4455
none,274.81,0.0,0.0,64,Haze,December,Monday,11,4584
none,274.81,0.0,0.0,64,Mist,December,Monday,11,4584
none,275.42,0.0,0.0,64,Haze,December,Monday,12,4751
none,276.04,0.0,0.0,64,Haze,December,Monday,13,4818
none,275.63,0.25,0.0,64,Rain,December,Monday,14,5252
none,275.63,0.25,0.0,64,Haze,December,Monday,14,5252
none,274.46,1.02,0.0,64,Rain,December,Monday,15,5655
none,274.46,1.02,0.0,64,Snow,December,Monday,15,5655
none,274.46,1.02,0.0,64,Mist,December,Monday,15,5655
none,274.0,0.64,0.0,64,Rain,December,Monday,16,4895
none,274.0,0.64,0.0,64,Snow,December,Monday,16,4895
none,274.0,0.64,0.0,64,Fog,December,Monday,16,4895
none,274.0,0.64,0.0,64,Mist,December,Monday,16,4895
none,274.04,0.25,0.0,64,Rain,December,Monday,17,4795
none,274.04,0.25,0.0,64,Snow,December,Monday,17,4795
none,274.04,0.25,0.0,64,Mist,December,Monday,17,4795
none,274.04,0.25,0.0,64,Fog,December,Monday,17,4795
none,274.07,1.02,0.0,64,Rain,December,Monday,18,3611
none,274.07,1.02,0.0,64,Snow,December,Monday,18,3611
none,274.07,1.02,0.0,64,Mist,December,Monday,18,3611
none,274.07,1.02,0.0,64,Drizzle,December,Monday,18,3611
none,274.06,0.76,0.0,64,Rain,December,Monday,19,2568
none,274.06,0.76,0.0,64,Mist,December,Monday,19,2568
none,274.08,0.38,0.0,64,Rain,December,Monday,20,2217
none,274.08,0.38,0.0,64,Drizzle,December,Monday,20,2217
none,274.08,0.38,0.0,64,Mist,December,Monday,20,2217
none,274.08,0.38,0.0,64,Snow,December,Monday,20,2217
none,274.46,0.38,0.0,64,Rain,December,Monday,21,3175
none,274.46,0.38,0.0,64,Drizzle,December,Monday,21,3175
none,274.46,0.38,0.0,64,Mist,December,Monday,21,3175
none,274.59,0.0,0.0,64,Mist,December,Monday,22,2137
none,274.59,0.0,0.0,64,Drizzle,December,Monday,22,2137
none,274.59,0.0,0.0,64,Rain,December,Monday,22,2137
none,274.6,0.0,0.0,64,Drizzle,December,Monday,23,999
none,274.6,0.0,0.0,64,Mist,December,Monday,23,999
none,274.21,0.0,0.0,64,Mist,December,Tuesday,0,494
none,274.21,0.0,0.0,64,Drizzle,December,Tuesday,0,494
none,274.21,0.0,0.0,64,Mist,December,Tuesday,1,316
none,274.21,0.0,0.0,64,Drizzle,December,Tuesday,1,316
none,274.44,0.0,0.0,64,Mist,December,Tuesday,2,272
none,274.44,0.0,0.0,64,Rain,December,Tuesday,2,272
none,274.44,0.0,0.0,64,Mist,December,Tuesday,3,340
none,274.44,0.0,0.0,64,Rain,December,Tuesday,3,340
none,274.44,0.0,0.0,64,Mist,December,Tuesday,4,818
none,274.44,0.0,0.0,64,Rain,December,Tuesday,4,818
none,274.5,0.0,0.0,64,Mist,December,Tuesday,5,2839
none,274.5,0.0,0.0,64,Drizzle,December,Tuesday,5,2839
none,274.56,0.0,0.0,64,Mist,December,Tuesday,6,5551
none,274.56,0.0,0.0,64,Drizzle,December,Tuesday,6,5551
none,274.36,0.51,0.0,64,Rain,December,Tuesday,7,6020
none,274.36,0.51,0.0,64,Mist,December,Tuesday,7,6020
none,274.36,0.51,0.0,64,Fog,December,Tuesday,7,6020
none,274.36,0.51,0.0,64,Drizzle,December,Tuesday,7,6020
none,274.44,0.0,0.0,64,Mist,December,Tuesday,8,5945
none,274.44,0.0,0.0,64,Fog,December,Tuesday,8,5945
none,274.36,0.0,0.0,64,Mist,December,Tuesday,9,5144
none,274.36,0.0,0.0,64,Fog,December,Tuesday,9,5144
none,274.42,0.0,0.0,64,Mist,December,Tuesday,10,4524
none,274.42,0.0,0.0,64,Fog,December,Tuesday,10,4524
none,274.42,0.25,0.0,64,Rain,December,Tuesday,11,4596
none,274.42,0.25,0.0,64,Mist,December,Tuesday,11,4596
none,274.42,0.25,0.0,64,Fog,December,Tuesday,11,4596
none,274.39,0.76,0.0,90,Rain,December,Tuesday,12,4760
none,274.39,0.76,0.0,90,Mist,December,Tuesday,12,4760
none,274.39,0.76,0.0,90,Fog,December,Tuesday,12,4760
none,274.3,1.27,0.0,64,Rain,December,Tuesday,13,4739
